NO.,Time,Interval,Indoor Temperature(°C),Indoor Humidity(%),Outdoor Temperature(°C),Outdoor Humidity(%),Relative Pressure(mmHg),Absolute Pressure(mmHg),Wind Speed(km/h),Gust(km/h),Wind Direction,DewPoint(°C),WindChill(°C),Hour Rainfall(mm),24 Hour Rainfall(mm),Week Rainfall(mm),Month Rainfall(mm),Total Rainfall(mm)
139,04/03/2022 11:32:07,5,26.3,63,24.1,94,758.0,726.3,2.5,3.6,SSW,23.1,24.1,3.90,3.90,78.30,8.70,162.60
140,04/03/2022 11:37:07,5,26.3,63,24.6,95,758.0,726.3,2.5,3.6,SE,23.8,24.6,3.90,3.90,78.30,8.70,162.60
141,04/03/2022 11:42:07,5,26.3,63,24.6,93,758.0,726.3,3.6,6.1,SE,23.4,24.6,3.90,3.90,78.30,8.70,162.60
142,04/03/2022 11:47:07,5,26.3,63,25.0,89,758.0,726.3,3.6,6.1,SSE,23.1,25.0,3.90,3.90,78.30,8.70,162.60
143,04/03/2022 11:52:07,5,26.3,62,25.8,91,758.0,726.3,3.6,6.1,ESE,24.2,25.8,3.90,3.90,78.30,8.70,162.60
144,04/03/2022 11:57:07,5,26.3,63,26.1,86,758.0,726.4,2.5,6.1,SE,23.6,26.1,3.90,3.90,78.30,8.70,162.60
145,04/03/2022 12:02:07,5,26.3,63,26.6,86,757.9,726.2,3.6,6.1,SE,24.1,26.6,0.00,3.90,78.30,8.70,162.60
146,04/03/2022 12:07:07,5,26.3,63,26.8,81,757.9,726.2,3.6,6.1,SE,23.3,26.8,0.00,3.90,78.30,8.70,162.60
147,04/03/2022 12:12:07,5,26.3,63,27.5,85,757.9,726.2,5.0,6.1,SE,24.8,27.5,0.00,3.90,78.30,8.70,162.60
148,04/03/2022 12:17:07,5,26.3,63,28.4,85,757.7,726.0,2.5,6.1,E,25.7,28.4,0.00,3.90,78.30,8.70,162.60
149,04/03/2022 12:22:07,5,26.4,63,28.1,75,757.7,726.0,5.0,7.2,ESE,23.3,28.1,0.00,3.90,78.30,8.70,162.60
150,04/03/2022 12:27:07,5,26.4,64,28.3,74,757.7,726.1,6.1,9.7,E,23.3,28.3,0.00,3.90,78.30,8.70,162.60
151,04/03/2022 12:32:07,5,26.5,66,28.6,79,757.7,726.0,2.5,3.6,NE,24.6,28.6,0.00,3.90,78.30,8.70,162.60
152,04/03/2022 12:37:07,5,26.5,66,28.6,77,757.6,725.9,1.1,3.6,ESE,24.2,28.6,0.00,3.90,78.30,8.70,162.60
153,04/03/2022 12:42:07,5,26.5,67,29.2,75,757.4,725.8,1.1,3.6,S,24.3,29.2,0.00,3.90,78.30,8.70,162.60
154,04/03/2022 12:47:07,5,26.6,67,29.2,74,757.4,725.8,2.5,3.6,S,24.1,29.2,0.00,3.90,78.30,8.70,162.60
155,04/03/2022 12:52:07,5,26.7,68,29.2,75,757.4,725.7,2.5,6.1,ENE,24.3,29.2,0.00,3.90,78.30,8.70,162.60
156,04/03/2022 12:57:07,5,26.7,68,29.6,74,757.5,725.9,1.1,2.5,E,24.5,29.6,0.00,3.90,78.30,8.70,162.60
157,04/03/2022 13:02:07,5,26.7,68,30.3,72,757.3,725.6,2.5,3.6,ESE,24.7,30.3,0.00,3.90,78.30,8.70,162.60
158,04/03/2022 13:07:07,5,26.8,68,29.6,74,757.5,725.9,7.2,9.7,SE,24.5,29.4,0.00,3.90,78.30,8.70,162.60
159,04/03/2022 13:12:07,5,26.9,69,29.0,77,757.4,725.8,7.2,11.2,ENE,24.6,28.8,0.00,3.90,78.30,8.70,162.60
160,04/03/2022 13:17:07,5,26.9,69,25.8,83,757.8,726.2,19.4,29.5,E,22.7,23.8,0.30,4.20,78.60,9.00,162.90
161,04/03/2022 13:22:07,5,26.9,69,23.0,94,757.4,725.7,13.3,18.4,SE,22.0,21.2,5.10,9.00,83.40,13.80,167.70
162,04/03/2022 13:27:07,5,26.9,69,23.1,95,757.5,725.9,3.6,6.1,E,22.3,23.1,7.50,11.40,85.80,16.20,170.10
163,04/03/2022 13:32:07,5,26.9,69,23.5,95,757.6,725.9,1.1,3.6,SE,22.7,23.5,8.10,12.00,86.40,16.80,170.70
164,04/03/2022 13:37:07,5,26.9,69,23.4,92,757.9,726.2,20.9,29.5,NW,22.1,20.6,8.70,12.60,87.00,17.40,171.30
165,04/03/2022 13:42:07,5,26.9,70,22.7,92,757.8,726.2,22.0,29.5,NW,21.4,19.6,8.70,12.60,87.00,17.40,171.30
166,04/03/2022 13:47:07,5,26.9,70,22.1,93,758.0,726.3,19.4,25.6,NNW,20.9,19.1,9.60,13.50,87.90,18.30,172.20
167,04/03/2022 13:52:07,5,27.0,69,21.3,94,757.3,725.6,24.5,33.1,W,20.3,17.5,15.90,19.80,94.20,24.60,178.50
168,04/03/2022 13:57:07,5,26.9,70,21.1,93,757.7,726.0,17.3,28.1,NW,19.9,18.2,17.40,21.30,95.70,26.10,180.00
169,04/03/2022 14:02:07,5,26.9,69,21.0,94,757.5,725.9,2.5,3.6,WSW,20.0,21.0,2.70,24.00,98.40,28.80,182.70
170,04/03/2022 14:07:07,5,26.9,69,21.2,94,757.0,725.3,2.5,3.6,WSW,20.2,21.2,3.60,24.90,99.30,29.70,183.60
171,04/03/2022 14:12:07,5,26.9,69,21.2,94,757.1,725.4,7.2,11.2,WSW,20.2,20.6,3.90,25.20,99.60,30.00,183.90
172,04/03/2022 14:17:07,5,26.9,69,21.6,93,756.8,725.2,6.1,9.7,SW,20.4,21.6,3.90,25.20,99.60,30.00,183.90
173,04/03/2022 14:22:07,5,26.9,69,21.8,94,756.8,725.2,6.1,7.2,WSW,20.8,21.8,3.90,25.20,99.60,30.00,183.90
174,04/03/2022 14:27:07,5,26.9,69,22.1,93,756.8,725.2,5.0,7.2,WSW,20.9,22.1,3.90,25.20,99.60,30.00,183.90
175,04/03/2022 14:32:07,5,26.9,69,22.3,93,757.0,725.3,3.6,6.1,WSW,21.1,22.3,3.90,25.20,99.60,30.00,183.90
176,04/03/2022 14:37:07,5,26.9,70,22.5,92,756.8,725.1,5.0,6.1,W,21.2,22.5,3.90,25.20,99.60,30.00,183.90
177,04/03/2022 14:42:07,5,26.9,70,23.1,89,757.0,725.3,5.0,7.2,W,21.2,23.1,3.90,25.20,99.60,30.00,183.90
178,04/03/2022 14:47:07,5,26.9,70,23.4,92,757.0,725.3,6.1,7.2,W,22.1,23.4,3.90,25.20,99.60,30.00,183.90
179,04/03/2022 14:52:07,5,26.9,70,24.1,90,757.1,725.5,11.2,20.9,W,22.4,22.8,3.90,25.20,99.60,30.00,183.90
180,04/03/2022 14:57:07,5,26.9,70,24.2,88,757.0,725.3,8.6,14.8,NW,22.1,23.4,3.90,25.20,99.60,30.00,183.90
181,04/03/2022 15:02:07,5,26.8,70,23.8,91,757.1,725.4,7.2,11.2,WNW,22.3,23.3,0.00,25.20,99.60,30.00,183.90
182,04/03/2022 15:07:07,5,26.8,71,23.4,93,756.8,725.2,9.7,13.3,WSW,22.2,22.3,0.00,25.20,99.60,30.00,183.90
183,04/03/2022 15:12:07,5,26.8,71,23.5,93,756.8,725.1,7.2,9.7,SW,22.3,23.0,0.00,25.20,99.60,30.00,183.90
184,04/03/2022 15:17:07,5,26.8,71,23.6,92,756.5,724.9,6.1,9.7,WSW,22.3,23.6,0.00,25.20,99.60,30.00,183.90
185,04/03/2022 15:22:07,5,26.9,71,24.3,92,756.3,724.7,6.1,9.7,WSW,22.9,24.3,0.00,25.20,99.60,30.00,183.90
186,04/03/2022 15:27:07,5,26.9,71,24.7,91,756.5,724.8,11.2,13.3,WSW,23.2,23.5,0.00,25.20,99.60,30.00,183.90
187,04/03/2022 15:32:07,5,26.9,71,25.1,91,756.3,724.7,8.6,11.2,WSW,23.6,24.4,0.00,25.20,99.60,30.00,183.90
188,04/03/2022 15:37:07,5,26.8,71,24.9,91,756.1,724.4,8.6,11.2,WSW,23.4,24.2,0.00,25.20,99.60,30.00,183.90
189,04/03/2022 15:42:07,5,26.8,71,25.4,90,756.0,724.4,8.6,11.2,SW,23.7,24.7,0.00,25.20,99.60,30.00,183.90
190,04/03/2022 15:47:07,5,26.8,71,26.1,88,755.9,724.2,7.2,9.7,WSW,24.0,25.8,0.00,25.20,99.60,30.00,183.90
191,04/03/2022 15:52:07,5,26.8,71,26.0,86,756.0,724.4,6.1,9.7,WSW,23.5,26.0,0.00,25.20,99.60,30.00,183.90
192,04/03/2022 15:57:07,5,26.8,70,26.5,83,756.0,724.4,6.1,7.2,SSW,23.4,26.5,0.00,25.20,99.60,30.00,183.90
193,04/03/2022 16:02:07,5,26.7,70,26.4,82,756.0,724.4,2.5,7.2,WSW,23.1,26.4,0.00,25.20,99.60,30.00,183.90
194,04/03/2022 16:07:07,5,26.7,69,26.3,83,756.0,724.4,3.6,6.1,SW,23.2,26.3,0.00,25.20,99.60,30.00,183.90
195,04/03/2022 16:12:07,5,26.7,69,26.2,84,755.8,724.1,2.5,3.6,WSW,23.3,26.2,0.00,25.20,99.60,30.00,183.90
196,04/03/2022 16:17:07,5,26.7,69,26.2,85,756.0,724.4,2.5,2.5,W,23.5,26.2,0.00,25.20,99.60,30.00,183.90
197,04/03/2022 16:22:07,5,26.7,69,26.2,83,756.0,724.4,3.6,6.1,NW,23.1,26.2,0.00,25.20,99.60,30.00,183.90
198,04/03/2022 16:27:07,5,26.7,69,26.6,84,756.3,724.7,8.6,20.9,NW,23.7,26.0,0.00,25.20,99.60,30.00,183.90
199,04/03/2022 16:32:07,5,26.7,69,27.0,83,756.5,724.8,7.2,13.3,NW,23.9,26.7,0.00,25.20,99.60,30.00,183.90
200,04/03/2022 16:37:07,5,26.7,69,26.3,85,756.5,724.8,9.7,17.3,NNW,23.6,25.5,0.00,25.20,99.60,30.00,183.90
201,04/03/2022 16:42:07,5,26.7,69,25.8,87,756.2,724.6,7.2,11.2,NW,23.5,25.4,0.00,25.20,99.60,30.00,183.90
202,04/03/2022 16:47:07,5,26.7,69,25.5,87,756.3,724.7,12.2,17.3,NNW,23.2,24.3,0.00,25.20,99.60,30.00,183.90
203,04/03/2022 16:52:07,5,26.7,69,25.5,88,756.4,724.7,12.2,17.3,NW,23.4,24.3,0.00,25.20,99.60,30.00,183.90
204,04/03/2022 16:57:07,5,26.7,69,25.1,85,756.0,724.4,7.2,9.7,WNW,22.4,24.7,0.00,25.20,99.60,30.00,183.90
205,04/03/2022 17:02:07,5,26.7,70,25.0,83,755.9,724.3,11.2,14.8,WNW,21.9,23.9,0.00,25.20,99.60,30.00,183.90
206,04/03/2022 17:07:07,5,26.7,70,24.9,82,755.8,724.1,7.2,9.7,W,21.6,24.5,0.00,25.20,99.60,30.00,183.90
207,04/03/2022 17:12:07,5,26.7,70,25.1,84,755.8,724.1,2.5,3.6,W,22.2,25.1,0.00,25.20,99.60,30.00,183.90
208,04/03/2022 17:17:07,5,26.7,70,25.1,84,755.9,724.3,3.6,6.1,WNW,22.2,25.1,0.00,25.20,99.60,30.00,183.90
209,04/03/2022 17:22:07,5,26.7,70,25.1,82,755.6,724.0,1.1,2.5,WNW,21.8,25.1,0.00,25.20,99.60,30.00,183.90
210,04/03/2022 17:27:07,5,26.6,70,25.0,82,755.9,724.2,3.6,6.1,WNW,21.7,25.0,0.00,25.20,99.60,30.00,183.90
211,04/03/2022 17:32:07,5,26.6,70,25.1,83,755.9,724.2,3.6,6.1,WNW,22.0,25.1,0.00,25.20,99.60,30.00,183.90
212,04/03/2022 17:37:07,5,26.6,70,24.9,81,756.0,724.4,3.6,6.1,W,21.4,24.9,0.00,25.20,99.60,30.00,183.90
213,04/03/2022 17:42:07,5,26.6,70,24.7,82,755.9,724.2,8.6,11.2,W,21.4,24.0,0.00,25.20,99.60,30.00,183.90
214,04/03/2022 17:47:07,5,26.6,70,24.6,84,755.7,724.1,5.0,6.1,WSW,21.7,24.6,0.00,25.20,99.60,30.00,183.90
215,04/03/2022 17:52:07,5,26.6,70,24.4,86,755.7,724.1,5.0,7.2,SW,21.9,24.4,0.00,25.20,99.60,30.00,183.90
216,04/03/2022 17:57:07,5,26.6,70,24.3,85,755.8,724.1,3.6,7.2,WSW,21.6,24.3,0.00,25.20,99.60,30.00,183.90
217,04/03/2022 18:02:07,5,26.6,70,24.3,88,755.9,724.2,5.0,6.1,WNW,22.2,24.3,0.00,25.20,99.60,30.00,183.90
218,04/03/2022 18:07:07,5,26.6,70,24.1,88,755.9,724.2,6.1,7.2,W,22.0,24.1,0.00,25.20,99.60,30.00,183.90
219,04/03/2022 18:12:07,5,26.6,70,24.2,89,755.9,724.3,6.1,9.7,W,22.3,24.2,0.00,25.20,99.60,30.00,183.90
220,04/03/2022 18:17:07,5,26.6,70,24.0,89,755.8,724.1,6.1,9.7,SW,22.1,24.0,0.00,25.20,99.60,30.00,183.90
221,04/03/2022 18:22:07,5,26.6,70,23.9,90,755.9,724.2,3.6,7.2,SW,22.2,23.9,0.00,25.20,99.60,30.00,183.90
222,04/03/2022 18:27:07,5,26.6,70,24.1,89,755.9,724.2,5.0,6.1,W,22.2,24.1,0.00,25.20,99.60,30.00,183.90
223,04/03/2022 18:32:07,5,26.6,70,24.0,89,755.9,724.3,5.0,6.1,SW,22.1,24.0,0.00,25.20,99.60,30.00,183.90
224,04/03/2022 18:37:07,5,26.6,70,24.0,89,756.2,724.6,5.0,6.1,SW,22.1,24.0,0.00,25.20,99.60,30.00,183.90
225,04/03/2022 18:42:07,5,26.5,70,24.0,89,756.2,724.5,2.5,3.6,SW,22.1,24.0,0.00,25.20,99.60,30.00,183.90
226,04/03/2022 18:47:07,5,26.5,70,24.0,89,756.2,724.5,2.5,3.6,SSW,22.1,24.0,0.00,25.20,99.60,30.00,183.90
227,04/03/2022 18:52:07,5,26.5,70,24.2,89,756.2,724.5,1.1,2.5,SSW,22.3,24.2,0.00,25.20,99.60,30.00,183.90
228,04/03/2022 18:57:07,5,26.5,70,24.0,90,756.2,724.5,3.6,6.1,SW,22.3,24.0,0.00,25.20,99.60,30.00,183.90
229,04/03/2022 19:02:07,5,26.5,70,24.0,89,756.2,724.5,3.6,6.1,SW,22.1,24.0,0.00,25.20,99.60,30.00,183.90
230,04/03/2022 19:07:07,5,26.5,70,24.1,89,756.4,724.7,3.6,3.6,SW,22.2,24.1,0.00,25.20,99.60,30.00,183.90
231,04/03/2022 19:12:07,5,26.5,70,24.1,88,756.4,724.7,3.6,6.1,WSW,22.0,24.1,0.00,25.20,99.60,30.00,183.90
232,04/03/2022 19:17:07,5,26.5,70,23.8,90,756.3,724.7,5.0,6.1,WSW,22.1,23.8,0.00,25.20,99.60,30.00,183.90
233,04/03/2022 19:22:07,5,26.5,70,24.2,88,756.4,724.7,5.0,7.2,S,22.1,24.2,0.00,25.20,99.60,30.00,183.90
234,04/03/2022 19:27:07,5,26.5,70,23.6,90,756.2,724.6,5.0,7.2,SSE,21.9,23.6,0.00,25.20,99.60,30.00,183.90
235,04/03/2022 19:32:07,5,26.5,70,23.8,90,756.5,724.8,2.5,3.6,SE,22.1,23.8,0.00,25.20,99.60,30.00,183.90
236,04/03/2022 19:37:07,5,26.5,70,23.8,90,756.6,725.0,1.1,2.5,SE,22.1,23.8,0.00,25.20,99.60,30.00,183.90
237,04/03/2022 19:42:07,5,26.5,71,23.8,91,756.6,725.0,1.1,2.5,SE,22.3,23.8,0.00,25.20,99.60,30.00,183.90
238,04/03/2022 19:47:07,5,26.5,71,23.5,92,756.5,724.8,3.6,3.6,SE,22.2,23.5,0.00,25.20,99.60,30.00,183.90
239,04/03/2022 19:52:07,5,26.5,71,23.6,91,756.8,725.2,2.5,3.6,SE,22.1,23.6,0.00,25.20,99.60,30.00,183.90
240,04/03/2022 19:57:07,5,26.5,71,23.4,92,756.9,725.3,2.5,3.6,SE,22.1,23.4,0.00,25.20,99.60,30.00,183.90
241,04/03/2022 20:02:07,5,26.5,71,23.2,93,756.8,725.1,0.0,0.0,SE,22.0,23.2,0.00,25.20,99.60,30.00,183.90
242,04/03/2022 20:07:07,5,26.5,71,23.4,92,756.8,725.2,1.1,3.6,SE,22.1,23.4,0.00,25.20,99.60,30.00,183.90
243,04/03/2022 20:12:07,5,26.5,71,23.5,91,756.8,725.2,1.1,2.5,SE,22.0,23.5,0.00,25.20,99.60,30.00,183.90
244,04/03/2022 20:17:07,5,26.4,71,23.6,91,756.9,725.3,0.0,0.0,SE,22.1,23.6,0.00,25.20,99.60,30.00,183.90
245,04/03/2022 20:22:07,5,26.4,71,23.9,88,756.8,725.1,1.1,2.5,SE,21.8,23.9,0.00,25.20,99.60,30.00,183.90
246,04/03/2022 20:27:07,5,26.4,71,23.1,92,757.0,725.3,3.6,6.1,SE,21.8,23.1,0.00,25.20,99.60,30.00,183.90
247,04/03/2022 20:32:07,5,26.4,71,22.7,95,756.8,725.1,2.5,3.6,SE,21.9,22.7,0.00,25.20,99.60,30.00,183.90
248,04/03/2022 20:37:07,5,26.4,71,22.6,95,757.0,725.3,2.5,2.5,SE,21.8,22.6,0.00,25.20,99.60,30.00,183.90
249,04/03/2022 20:42:07,5,26.4,71,22.5,95,757.1,725.4,2.5,3.6,SE,21.7,22.5,0.00,25.20,99.60,30.00,183.90
250,04/03/2022 20:47:07,5,26.4,71,22.6,95,757.1,725.4,0.0,2.5,SE,21.8,22.6,0.00,25.20,99.60,30.00,183.90
251,04/03/2022 20:52:07,5,26.4,71,22.8,95,757.2,725.6,1.1,2.5,SE,22.0,22.8,0.00,25.20,99.60,30.00,183.90
252,04/03/2022 20:57:07,5,26.4,71,22.9,94,757.0,725.3,2.5,3.6,SE,21.9,22.9,0.00,25.20,99.60,30.00,183.90
253,04/03/2022 21:02:07,5,26.4,71,22.7,94,757.1,725.5,3.6,6.1,SE,21.7,22.7,0.00,25.20,99.60,30.00,183.90
254,04/03/2022 21:07:07,5,26.4,71,22.8,94,757.1,725.4,3.6,3.6,SE,21.8,22.8,0.00,25.20,99.60,30.00,183.90
255,04/03/2022 21:12:07,5,26.4,71,22.8,94,757.2,725.6,1.1,2.5,SE,21.8,22.8,0.00,25.20,99.60,30.00,183.90
256,04/03/2022 21:17:07,5,26.4,71,22.8,94,757.2,725.6,1.1,2.5,SE,21.8,22.8,0.00,25.20,99.60,30.00,183.90
257,04/03/2022 21:22:07,5,26.4,71,22.6,95,757.2,725.6,1.1,2.5,SE,21.8,22.6,0.00,25.20,99.60,30.00,183.90
258,04/03/2022 21:27:07,5,26.4,71,22.5,95,757.4,725.8,1.1,2.5,SE,21.7,22.5,0.00,25.20,99.60,30.00,183.90
259,04/03/2022 21:32:07,5,26.3,71,22.6,95,757.4,725.8,2.5,2.5,SE,21.8,22.6,0.00,25.20,99.60,30.00,183.90
260,04/03/2022 21:37:07,5,26.3,71,22.4,95,757.4,725.7,2.5,3.6,SE,21.6,22.4,0.00,25.20,99.60,30.00,183.90
261,04/03/2022 21:42:07,5,26.3,71,22.3,95,757.4,725.7,3.6,3.6,SE,21.5,22.3,0.00,25.20,99.60,30.00,183.90
262,04/03/2022 21:47:07,5,26.3,71,22.4,95,757.5,725.9,3.6,6.1,SE,21.6,22.4,0.00,25.20,99.60,30.00,183.90
263,04/03/2022 21:52:07,5,26.3,71,22.6,94,757.4,725.7,5.0,7.2,SE,21.6,22.6,0.00,25.20,99.60,30.00,183.90
264,04/03/2022 21:57:07,5,26.4,71,22.6,94,757.1,725.5,6.1,9.7,ESE,21.6,22.6,0.00,25.20,99.60,30.00,183.90
265,04/03/2022 22:02:07,5,26.4,71,22.6,94,757.2,725.6,5.0,7.2,SE,21.6,22.6,0.00,25.20,99.60,30.00,183.90
266,04/03/2022 22:07:07,5,26.4,71,22.9,93,757.2,725.6,5.0,7.2,SE,21.7,22.9,0.00,25.20,99.60,30.00,183.90
267,04/03/2022 22:12:07,5,26.4,72,23.0,92,757.3,725.6,7.2,11.2,ESE,21.7,22.5,0.00,25.20,99.60,30.00,183.90
268,04/03/2022 22:17:07,5,26.4,72,23.0,92,757.1,725.5,5.0,7.2,SE,21.7,23.0,0.00,25.20,99.60,30.00,183.90
269,04/03/2022 22:22:07,5,26.4,72,23.0,92,757.2,725.6,7.2,9.7,E,21.7,22.5,0.00,25.20,99.60,30.00,183.90
270,04/03/2022 22:27:07,5,26.4,72,22.8,93,757.3,725.6,5.0,7.2,E,21.6,22.8,0.00,25.20,99.60,30.00,183.90
271,04/03/2022 22:32:07,5,26.4,72,22.7,93,757.4,725.7,6.1,9.7,E,21.5,22.7,0.00,25.20,99.60,30.00,183.90
272,04/03/2022 22:37:07,5,26.4,72,23.0,92,757.3,725.6,8.6,11.2,SE,21.7,22.1,0.00,25.20,99.60,30.00,183.90
273,04/03/2022 22:42:07,5,26.5,72,22.9,92,757.3,725.6,3.6,6.1,E,21.6,22.9,0.00,25.20,99.60,30.00,183.90
274,04/03/2022 22:47:07,5,26.5,72,22.8,92,757.4,725.8,3.6,6.1,ESE,21.5,22.8,0.00,25.20,99.60,30.00,183.90
275,04/03/2022 22:52:07,5,26.5,72,22.7,93,757.3,725.6,3.6,6.1,ESE,21.5,22.7,0.00,25.20,99.60,30.00,183.90
276,04/03/2022 22:57:07,5,26.5,72,23.0,91,757.4,725.8,6.1,9.7,ESE,21.5,23.0,0.00,25.20,99.60,30.00,183.90
277,04/03/2022 23:02:07,5,26.5,72,23.2,90,757.3,725.6,5.0,7.2,E,21.5,23.2,0.00,25.20,99.60,30.00,183.90
278,04/03/2022 23:07:07,5,26.5,72,23.5,89,757.2,725.6,5.0,6.1,ESE,21.6,23.5,0.00,25.20,99.60,30.00,183.90
279,04/03/2022 23:12:07,5,26.5,72,23.6,89,757.4,725.7,6.1,9.7,E,21.7,23.6,0.00,25.20,99.60,30.00,183.90
280,04/03/2022 23:17:07,5,26.5,72,23.8,89,757.1,725.4,8.6,13.3,E,21.9,23.0,0.00,25.20,99.60,30.00,183.90
281,04/03/2022 23:22:07,5,26.5,72,23.7,90,757.2,725.6,11.2,13.3,E,22.0,22.4,0.00,25.20,99.60,30.00,183.90
282,04/03/2022 23:27:07,5,26.5,72,23.9,89,757.1,725.5,12.2,14.8,ESE,22.0,22.4,0.00,25.20,99.60,30.00,183.90
283,04/03/2022 23:32:07,5,26.5,72,23.9,89,756.9,725.3,13.3,20.9,ENE,22.0,22.2,0.00,25.20,99.60,30.00,183.90
284,04/03/2022 23:37:07,5,26.5,72,23.9,89,757.0,725.3,12.2,20.9,E,22.0,22.4,0.00,25.20,99.60,30.00,183.90
285,04/03/2022 23:42:07,5,26.5,72,23.5,91,756.9,725.3,11.2,14.8,E,22.0,22.1,0.00,25.20,99.60,30.00,183.90
286,04/03/2022 23:47:07,5,26.5,72,23.6,91,756.7,725.0,12.2,18.4,ESE,22.1,22.1,0.00,25.20,99.60,30.00,183.90
287,04/03/2022 23:52:07,5,26.5,72,23.6,91,756.7,725.0,11.2,13.3,ESE,22.1,22.3,0.00,25.20,99.60,30.00,183.90
288,04/03/2022 23:57:07,5,26.5,72,23.4,92,756.8,725.1,8.6,13.3,E,22.1,22.6,0.00,25.20,99.60,30.00,183.90
1,05/03/2022 00:02:07,5,26.5,72,23.4,92,756.7,725.0,8.6,11.2,E,22.1,22.6,0.00,0.00,99.60,30.00,183.90
2,05/03/2022 00:07:07,5,26.5,72,23.4,92,756.9,725.3,9.7,13.3,ESE,22.1,22.3,0.00,0.00,99.60,30.00,183.90
3,05/03/2022 00:12:07,5,26.5,72,23.3,92,756.8,725.2,9.7,13.3,E,22.0,22.2,0.00,0.00,99.60,30.00,183.90
4,05/03/2022 00:17:07,5,26.5,72,23.2,92,757.1,725.4,8.6,13.3,ENE,21.9,22.3,0.00,0.00,99.60,30.00,183.90
5,05/03/2022 00:22:07,5,26.5,72,23.2,92,757.0,725.3,8.6,13.3,E,21.9,22.3,0.00,0.00,99.60,30.00,183.90
6,05/03/2022 00:27:07,5,26.5,72,23.2,91,757.1,725.5,8.6,13.3,ESE,21.7,22.3,0.00,0.00,99.60,30.00,183.90
7,05/03/2022 00:32:07,5,26.5,72,23.2,91,757.0,725.3,8.6,13.3,ESE,21.7,22.3,0.00,0.00,99.60,30.00,183.90
8,05/03/2022 00:37:07,5,26.5,72,23.2,91,756.9,725.3,8.6,13.3,E,21.7,22.3,0.00,0.00,99.60,30.00,183.90
9,05/03/2022 00:42:07,5,26.5,72,23.0,92,756.8,725.2,7.2,11.2,SE,21.7,22.5,0.00,0.00,99.60,30.00,183.90
10,05/03/2022 00:47:07,5,26.5,72,23.1,91,756.8,725.2,7.2,9.7,ESE,21.6,22.6,0.00,0.00,99.60,30.00,183.90
11,05/03/2022 00:52:07,5,26.5,72,23.1,91,757.0,725.3,5.0,9.7,ESE,21.6,23.1,0.00,0.00,99.60,30.00,183.90
12,05/03/2022 00:57:07,5,26.5,72,23.1,91,756.8,725.1,6.1,9.7,ESE,21.6,23.1,0.00,0.00,99.60,30.00,183.90
13,05/03/2022 01:02:07,5,26.5,72,23.0,91,756.9,725.3,7.2,11.2,SE,21.5,22.5,0.00,0.00,99.60,30.00,183.90
14,05/03/2022 01:07:07,5,26.5,72,23.1,91,756.8,725.1,6.1,9.7,ESE,21.6,23.1,0.00,0.00,99.60,30.00,183.90
15,05/03/2022 01:12:07,5,26.5,72,22.9,91,756.9,725.3,3.6,6.1,SE,21.4,22.9,0.00,0.00,99.60,30.00,183.90
16,05/03/2022 01:17:07,5,26.5,72,22.8,92,757.0,725.3,2.5,6.1,SE,21.5,22.8,0.00,0.00,99.60,30.00,183.90
17,05/03/2022 01:22:07,5,26.5,72,22.7,92,756.8,725.2,3.6,6.1,SE,21.4,22.7,0.00,0.00,99.60,30.00,183.90
18,05/03/2022 01:27:07,5,26.5,72,22.5,93,756.8,725.1,5.0,7.2,ESE,21.3,22.5,0.00,0.00,99.60,30.00,183.90
19,05/03/2022 01:32:07,5,26.5,71,22.6,92,756.7,725.0,8.6,11.2,ESE,21.3,21.7,0.00,0.00,99.60,30.00,183.90
20,05/03/2022 01:37:07,5,26.5,71,22.4,93,756.8,725.2,5.0,7.2,E,21.2,22.4,0.00,0.00,99.60,30.00,183.90
21,05/03/2022 01:42:07,5,26.5,71,22.3,93,756.8,725.2,3.6,6.1,ESE,21.1,22.3,0.00,0.00,99.60,30.00,183.90
22,05/03/2022 01:47:07,5,26.5,71,22.3,93,756.6,725.0,7.2,9.7,ESE,21.1,21.8,0.00,0.00,99.60,30.00,183.90
23,05/03/2022 01:52:07,5,26.5,71,22.4,92,756.5,724.9,5.0,6.1,E,21.1,22.4,0.00,0.00,99.60,30.00,183.90
24,05/03/2022 01:57:07,5,26.5,71,22.3,92,756.4,724.7,5.0,7.2,ESE,21.0,22.3,0.00,0.00,99.60,30.00,183.90
25,05/03/2022 02:02:07,5,26.5,71,22.1,93,756.2,724.6,6.1,7.2,ESE,20.9,22.1,0.00,0.00,99.60,30.00,183.90
26,05/03/2022 02:07:07,5,26.5,71,22.1,93,756.5,724.8,5.0,7.2,E,20.9,22.1,0.00,0.00,99.60,30.00,183.90
27,05/03/2022 02:12:07,5,26.5,71,22.1,92,756.2,724.6,5.0,7.2,E,20.8,22.1,0.00,0.00,99.60,30.00,183.90
28,05/03/2022 02:17:07,5,26.5,71,22.2,92,756.4,724.7,3.6,6.1,ESE,20.9,22.2,0.00,0.00,99.60,30.00,183.90
29,05/03/2022 02:22:07,5,26.5,71,22.2,92,756.4,724.7,6.1,9.7,E,20.9,22.2,0.00,0.00,99.60,30.00,183.90
30,05/03/2022 02:27:07,5,26.4,71,22.4,91,756.2,724.6,5.0,7.2,ESE,20.9,22.4,0.00,0.00,99.60,30.00,183.90
31,05/03/2022 02:32:07,5,26.4,71,22.2,91,756.2,724.6,6.1,9.7,E,20.7,22.2,0.00,0.00,99.60,30.00,183.90
